PM2_5_ISPU,PM10_ISPU,CO_ISPU,NO2_ISPU,O3_ISPU,Kualitas_Udara
28,38,27,58,15,Sedang
194,186,2,295,272,Sangat_Tidak_Sehat
30,45,1,50,49,Baik
160,201,232,142,50,Sangat_Tidak_Sehat
16,19,40,48,19,Baik
6,39,27,65,14,Sedang
8,81,94,28,38,Sedang
27,83,23,20,87,Sedang
274,72,28,156,6,Sangat_Tidak_Sehat
6,15,25,47,48,Baik
55,12,55,17,73,Sedang
17,50,32,5,26,Baik
127,14,78,133,136,Tidak_Sehat
73,97,100,29,72,Sedang
155,146,86,19,181,Tidak_Sehat
79,91,265,29,122,Sangat_Tidak_Sehat
22,25,20,21,6,Baik
279,452,428,222,164,Berbahaya
33,21,2,11,27,Baik
259,240,189,231,14,Sangat_Tidak_Sehat
10,200,207,157,40,Sangat_Tidak_Sehat
125,58,156,139,107,Tidak_Sehat
355,138,118,56,401,Berbahaya
479,259,275,212,450,Berbahaya
37,29,8,33,43,Baik
28,4,81,0,2,Sedang
148,96,90,15,97,Tidak_Sehat
21,164,55,16,16,Tidak_Sehat
121,7,112,44,152,Tidak_Sehat
62,91,119,104,93,Tidak_Sehat
86,4,235,254,163,Sangat_Tidak_Sehat
262,83,145,170,355,Berbahaya
124,95,100,3,12,Tidak_Sehat
44,11,47,32,44,Baik
322,23,204,330,100,Berbahaya
49,3,17,36,24,Baik
192,42,116,148,189,Tidak_Sehat
122,56,9,65,7,Tidak_Sehat
144,297,216,63,157,Sangat_Tidak_Sehat
223,222,424,406,329,Berbahaya
72,34,50,36,73,Sedang
131,141,181,123,12,Tidak_Sehat
21,65,12,32,4,Sedang
358,20,183,292,63,Berbahaya
207,81,24,308,7,Berbahaya
60,242,268,139,350,Berbahaya
376,88,27,436,53,Berbahaya
281,79,254,124,145,Sangat_Tidak_Sehat
85,70,22,87,79,Sedang
9,32,49,4,46,Baik
290,315,23,263,42,Berbahaya
184,113,78,100,210,Sangat_Tidak_Sehat
145,14,109,95,101,Tidak_Sehat
212,52,253,158,239,Sangat_Tidak_Sehat
43,109,4,24,55,Tidak_Sehat
225,259,342,5,246,Berbahaya
14,35,14,181,74,Tidak_Sehat
363,309,371,151,226,Berbahaya
93,224,224,469,117,Berbahaya
46,34,59,144,51,Tidak_Sehat
48,66,6,57,76,Sedang
145,66,2,23,87,Tidak_Sehat
442,171,145,6,342,Berbahaya
282,1,356,63,260,Berbahaya
259,211,176,20,51,Sangat_Tidak_Sehat
442,469,167,230,149,Berbahaya
40,35,36,20,7,Baik
23,215,241,151,250,Sangat_Tidak_Sehat
179,28,73,31,86,Tidak_Sehat
235,166,163,108,19,Sangat_Tidak_Sehat
482,42,227,110,321,Berbahaya
1,210,64,189,240,Sangat_Tidak_Sehat
33,72,86,10,77,Sedang
0,12,20,25,49,Baik
26,6,43,125,28,Tidak_Sehat
34,39,51,51,46,Sedang
73,148,16,136,96,Tidak_Sehat
49,24,79,101,82,Tidak_Sehat
104,77,160,163,20,Tidak_Sehat
16,59,30,71,1,Sedang
34,67,40,66,28,Sedang
39,37,5,7,22,Baik
54,28,19,77,69,Sedang
82,49,165,268,163,Sangat_Tidak_Sehat
50,18,31,29,28,Baik
46,146,172,199,121,Tidak_Sehat
33,66,23,75,25,Sedang
28,17,45,17,1,Baik
5,155,187,185,172,Tidak_Sehat
6,131,50,55,72,Tidak_Sehat
118,11,2,81,101,Tidak_Sehat
4,220,17,55,74,Sangat_Tidak_Sehat
146,234,209,12,132,Sangat_Tidak_Sehat
118,155,79,41,20,Tidak_Sehat
160,58,187,160,159,Tidak_Sehat
43,46,102,63,113,Tidak_Sehat
200,365,206,15,496,Berbahaya
206,77,208,147,54,Sangat_Tidak_Sehat
14,89,28,2,82,Sedang
32,29,36,22,9,Baik
41,115,108,70,177,Tidak_Sehat
2,31,9,9,18,Baik
39,36,32,35,2,Baik
155,52,190,72,187,Tidak_Sehat
201,291,53,144,379,Berbahaya
88,9,73,76,139,Tidak_Sehat
24,7,44,21,3,Baik
273,228,151,262,71,Sangat_Tidak_Sehat
0,25,44,19,22,Baik
101,132,111,119,110,Tidak_Sehat
281,77,201,61,267,Sangat_Tidak_Sehat
11,34,80,51,30,Sedang
63,145,118,51,94,Tidak_Sehat
44,81,31,32,66,Sedang
9,46,22,20,20,Baik
39,33,39,26,12,Baik
43,38,26,9,25,Baik
44,16,25,20,27,Baik
44,16,39,78,75,Sedang
21,6,42,54,23,Sedang
38,14,28,28,10,Baik
12,5,5,19,2,Baik
3,235,172,321,358,Berbahaya
321,224,264,268,250,Berbahaya
28,9,17,27,34,Baik
59,34,56,38,9,Sedang
68,75,39,49,32,Sedang
24,118,19,57,92,Tidak_Sehat
161,178,131,115,118,Tidak_Sehat
127,98,133,111,23,Tidak_Sehat
42,20,23,41,39,Baik
28,58,142,262,163,Sangat_Tidak_Sehat
103,260,158,231,76,Sangat_Tidak_Sehat
35,24,35,66,66,Sedang
190,229,229,153,223,Sangat_Tidak_Sehat
130,168,253,217,95,Sangat_Tidak_Sehat
356,245,312,323,373,Berbahaya
71,51,134,194,89,Tidak_Sehat
50,83,97,40,82,Sedang
86,77,79,60,55,Sedang
134,191,71,95,110,Tidak_Sehat
33,95,160,59,153,Tidak_Sehat
10,341,0,170,337,Berbahaya
113,62,142,228,123,Sangat_Tidak_Sehat
23,11,49,34,32,Baik
406,304,177,259,258,Berbahaya
41,68,106,136,68,Tidak_Sehat
99,480,72,421,130,Berbahaya
36,31,8,40,34,Baik
20,31,22,32,2,Baik
31,7,18,37,2,Baik
26,48,40,16,39,Baik
308,458,411,398,421,Berbahaya
44,46,11,20,10,Baik
7,159,28,14,86,Tidak_Sehat
151,194,113,24,134,Tidak_Sehat
286,138,97,151,197,Sangat_Tidak_Sehat
70,105,49,242,198,Sangat_Tidak_Sehat
431,390,474,398,295,Berbahaya
75,65,41,64,35,Sedang
23,55,3,36,60,Sedang
48,12,22,24,34,Baik
32,21,47,64,22,Sedang
19,114,61,118,79,Tidak_Sehat
77,79,9,211,79,Sangat_Tidak_Sehat
0,16,21,33,44,Baik
48,35,11,40,18,Baik
148,110,200,20,59,Tidak_Sehat
93,86,98,11,14,Sedang
84,24,90,5,22,Sedang
156,287,264,21,255,Sangat_Tidak_Sehat
63,250,1,172,94,Sangat_Tidak_Sehat
8,442,25,432,238,Berbahaya
53,65,48,99,1,Sedang
199,55,17,222,175,Sangat_Tidak_Sehat
75,281,233,10,23,Sangat_Tidak_Sehat
265,151,82,133,266,Sangat_Tidak_Sehat
42,7,102,84,91,Tidak_Sehat
27,42,36,46,36,Baik
7,121,122,41,26,Tidak_Sehat
115,244,314,91,84,Berbahaya
38,37,20,19,2,Baik
217,329,144,328,276,Berbahaya
85,155,94,12,27,Tidak_Sehat
371,430,365,478,79,Berbahaya
35,66,48,75,80,Sedang
209,100,151,38,202,Sangat_Tidak_Sehat
158,44,186,44,188,Tidak_Sehat
43,86,38,28,53,Sedang
23,21,18,36,58,Sedang
259,236,456,434,431,Berbahaya
57,85,54,148,107,Tidak_Sehat
438,178,269,233,111,Berbahaya
40,117,47,25,121,Tidak_Sehat
267,265,283,91,247,Sangat_Tidak_Sehat
30,23,34,43,44,Baik
284,248,254,49,209,Sangat_Tidak_Sehat
84,123,241,37,199,Sangat_Tidak_Sehat
99,47,16,35,104,Tidak_Sehat
250,47,234,120,267,Sangat_Tidak_Sehat
64,224,152,155,163,Sangat_Tidak_Sehat
25,76,95,23,73,Sedang
86,70,58,100,2,Sedang
73,91,20,70,99,Sedang
224,202,230,311,56,Berbahaya
111,224,172,118,220,Sangat_Tidak_Sehat
3,118,83,250,243,Sangat_Tidak_Sehat
63,9,78,81,47,Sedang
29,35,17,25,62,Sedang
133,195,299,100,74,Sangat_Tidak_Sehat
7,158,179,148,93,Tidak_Sehat
48,266,192,256,102,Sangat_Tidak_Sehat
88,86,88,6,21,Sedang
100,106,268,220,75,Sangat_Tidak_Sehat
498,105,100,358,234,Berbahaya
21,36,31,40,2,Baik
267,154,159,183,265,Sangat_Tidak_Sehat
26,41,27,15,14,Baik
7,48,15,30,41,Baik
54,81,79,23,76,Sedang
15,9,28,9,11,Baik
96,51,28,20,89,Sedang
33,25,4,34,27,Baik
29,42,57,6,57,Sedang
194,70,269,456,72,Berbahaya
208,20,287,248,27,Sangat_Tidak_Sehat
32,190,99,167,186,Tidak_Sehat
311,67,89,109,163,Berbahaya
16,320,185,430,285,Berbahaya
4,74,103,4,114,Tidak_Sehat
156,93,26,154,119,Tidak_Sehat
45,92,376,12,378,Berbahaya
32,4,13,70,46,Sedang
39,249,217,371,38,Berbahaya
346,95,272,322,60,Berbahaya
198,115,166,27,191,Tidak_Sehat
2,46,22,45,42,Baik
61,37,57,10,26,Sedang
17,238,359,451,375,Berbahaya
10,54,48,6,45,Sedang
25,139,121,58,95,Tidak_Sehat
35,54,12,22,18,Sedang
14,127,80,106,68,Tidak_Sehat
115,157,247,8,64,Sangat_Tidak_Sehat
43,197,110,10,105,Tidak_Sehat
364,255,165,413,77,Berbahaya
19,66,136,54,65,Tidak_Sehat
37,67,171,79,172,Tidak_Sehat
12,16,67,44,5,Sedang
66,71,30,74,84,Sedang
46,36,2,50,32,Baik
90,28,127,143,95,Tidak_Sehat
77,112,17,26,27,Tidak_Sehat
27,344,52,363,37,Berbahaya
42,16,79,99,1,Sedang
102,13,30,49,60,Tidak_Sehat
48,4,43,49,13,Baik
141,184,25,110,122,Tidak_Sehat
36,93,54,76,79,Sedang
39,30,45,35,10,Baik
68,41,73,58,73,Sedang
24,285,240,31,32,Sangat_Tidak_Sehat
119,133,107,158,3,Tidak_Sehat
67,41,50,63,55,Sedang
8,117,82,123,54,Tidak_Sehat
44,7,28,31,50,Baik
500,4,36,459,216,Berbahaya
16,81,39,22,55,Sedang
24,25,10,37,1,Baik
33,16,36,24,37,Baik
38,50,3,120,135,Tidak_Sehat
15,36,19,5,18,Baik
12,201,17,92,278,Sangat_Tidak_Sehat
15,175,27,328,222,Berbahaya
7,25,176,42,109,Tidak_Sehat
62,64,38,144,25,Tidak_Sehat
206,318,242,16,222,Berbahaya
249,209,70,64,219,Sangat_Tidak_Sehat
43,31,9,63,99,Sedang
163,100,443,92,206,Berbahaya
55,18,11,47,24,Sedang
116,82,180,194,151,Tidak_Sehat
36,50,9,42,58,Sedang
43,32,8,8,3,Baik
56,194,63,97,15,Tidak_Sehat
78,160,102,110,57,Tidak_Sehat
1,19,27,10,3,Baik
189,369,277,31,174,Berbahaya
27,2,76,37,60,Sedang
19,49,23,42,33,Baik
383,66,233,197,258,Berbahaya
131,66,130,73,113,Tidak_Sehat
66,19,23,63,64,Sedang
27,13,4,32,49,Baik
79,73,24,66,1,Sedang
43,355,405,303,260,Berbahaya
38,21,11,23,46,Baik
158,80,25,152,76,Tidak_Sehat
111,12,272,232,289,Sangat_Tidak_Sehat
14,64,85,58,78,Sedang
38,25,91,22,22,Sedang
45,161,10,30,181,Tidak_Sehat
68,83,156,166,118,Tidak_Sehat
128,26,11,29,175,Tidak_Sehat
30,31,40,49,11,Baik
12,65,65,23,10,Sedang
277,120,106,240,27,Sangat_Tidak_Sehat
67,172,74,124,197,Tidak_Sehat
135,171,140,177,19,Tidak_Sehat
177,231,103,272,193,Sangat_Tidak_Sehat
262,166,287,153,366,Berbahaya
163,278,321,230,350,Berbahaya
274,13,45,15,208,Sangat_Tidak_Sehat
53,174,212,142,110,Sangat_Tidak_Sehat
128,219,81,311,40,Berbahaya
252,190,195,231,19,Sangat_Tidak_Sehat
139,53,0,127,321,Berbahaya
212,160,190,17,53,Sangat_Tidak_Sehat
139,272,77,198,16,Sangat_Tidak_Sehat
32,34,25,7,35,Baik
8,365,185,157,30,Berbahaya
12,64,200,85,63,Tidak_Sehat
57,16,60,2,30,Sedang
9,83,6,55,84,Sedang
29,54,147,40,73,Tidak_Sehat
18,25,94,39,49,Sedang
41,36,71,223,164,Sangat_Tidak_Sehat
30,27,0,85,42,Sedang
227,133,202,220,121,Sangat_Tidak_Sehat
54,96,43,106,15,Tidak_Sehat
25,47,20,38,35,Baik
497,50,425,135,177,Berbahaya
129,45,29,93,31,Tidak_Sehat
16,78,40,65,24,Sedang
71,57,184,18,15,Tidak_Sehat
89,205,9,7,11,Sangat_Tidak_Sehat
169,102,59,85,274,Sangat_Tidak_Sehat
291,120,128,5,182,Sangat_Tidak_Sehat
305,11,260,168,147,Berbahaya
241,21,114,181,4,Sangat_Tidak_Sehat
4,201,415,11,479,Berbahaya
28,242,66,84,56,Sangat_Tidak_Sehat
8,57,73,53,45,Sedang
252,332,198,196,426,Berbahaya
38,28,14,42,7,Baik
36,5,44,33,51,Sedang
256,330,261,395,392,Berbahaya
139,353,95,193,303,Berbahaya
1,83,98,58,45,Sedang
380,366,70,453,344,Berbahaya
420,4,70,341,240,Berbahaya
54,42,49,215,160,Sangat_Tidak_Sehat
29,195,98,157,97,Tidak_Sehat
137,95,0,41,62,Tidak_Sehat
47,21,1,23,7,Baik
318,467,31,230,190,Berbahaya
46,72,13,49,19,Sedang
142,279,224,42,150,Sangat_Tidak_Sehat
95,49,116,16,144,Tidak_Sehat
18,24,21,30,16,Baik
32,37,97,25,76,Sedang
49,131,115,112,147,Tidak_Sehat
23,22,52,37,30,Sedang
130,9,339,301,149,Berbahaya
28,38,38,0,16,Baik
80,57,93,92,19,Sedang
433,354,433,216,53,Berbahaya
67,12,10,23,3,Sedang
47,111,203,156,310,Berbahaya
3,16,34,12,40,Baik
88,9,135,33,114,Tidak_Sehat
331,431,450,463,376,Berbahaya
359,253,242,276,219,Berbahaya
125,203,192,48,123,Sangat_Tidak_Sehat
31,0,16,136,172,Tidak_Sehat
49,42,14,20,53,Sedang
23,175,12,124,171,Tidak_Sehat
10,156,178,141,119,Tidak_Sehat
163,8,174,50,177,Tidak_Sehat
31,10,7,32,22,Baik
54,87,84,213,42,Sangat_Tidak_Sehat
174,237,22,163,167,Sangat_Tidak_Sehat
13,6,36,21,4,Baik
16,62,80,35,93,Sedang
56,25,78,53,28,Sedang
74,10,35,147,207,Sangat_Tidak_Sehat
105,402,127,249,31,Berbahaya
37,23,4,33,5,Baik
186,161,26,6,130,Tidak_Sehat
22,21,47,18,45,Baik
4,1,21,47,1,Baik
222,152,154,31,225,Sangat_Tidak_Sehat
375,40,36,416,178,Berbahaya
70,113,284,142,284,Sangat_Tidak_Sehat
26,1,28,37,2,Baik
5,16,35,77,76,Sedang
124,443,150,498,246,Berbahaya
47,84,108,52,84,Tidak_Sehat
28,144,220,104,149,Sangat_Tidak_Sehat
39,2,28,40,28,Baik
48,30,24,22,23,Baik
50,38,70,49,33,Sedang
39,15,12,49,41,Baik
153,292,204,407,16,Berbahaya
111,42,253,41,123,Sangat_Tidak_Sehat
39,46,168,174,182,Tidak_Sehat
36,4,72,141,40,Tidak_Sehat
76,28,50,77,42,Sedang
16,97,107,70,16,Tidak_Sehat
124,108,64,69,68,Tidak_Sehat
32,25,38,20,48,Baik
230,343,84,34,116,Berbahaya
162,77,166,189,7,Tidak_Sehat
58,160,57,19,132,Tidak_Sehat
44,70,73,31,19,Sedang
76,99,57,27,65,Sedang
387,286,338,288,251,Berbahaya
212,192,444,188,266,Berbahaya
280,80,86,263,257,Sangat_Tidak_Sehat
80,59,82,57,55,Sedang
299,85,290,216,65,Sangat_Tidak_Sehat
258,141,257,284,321,Berbahaya
273,11,1,307,11,Berbahaya
38,258,326,365,71,Berbahaya
48,41,34,49,17,Baik
30,13,1,52,14,Sedang
429,39,164,30,16,Berbahaya
44,41,8,55,32,Sedang
349,272,156,430,361,Berbahaya
7,39,24,8,1,Baik
46,20,54,40,1,Sedang
48,45,30,34,32,Baik
6,62,41,69,58,Sedang
21,231,211,147,135,Sangat_Tidak_Sehat
261,16,301,233,353,Berbahaya
101,47,127,107,11,Tidak_Sehat
241,15,320,172,136,Berbahaya
79,66,64,60,18,Sedang
46,11,8,9,43,Baik
4,33,5,1,12,Baik
13,151,82,49,123,Tidak_Sehat
372,255,177,455,253,Berbahaya
203,286,335,398,257,Berbahaya
17,134,75,9,158,Tidak_Sehat
63,57,85,0,2,Sedang
71,102,32,43,119,Tidak_Sehat
90,227,128,248,21,Sangat_Tidak_Sehat
123,34,66,33,32,Tidak_Sehat
38,26,26,1,40,Baik
22,115,122,14,25,Tidak_Sehat
32,47,22,23,36,Baik
39,20,14,21,27,Baik
221,228,293,305,448,Berbahaya
54,14,63,204,111,Sangat_Tidak_Sehat
202,204,152,169,257,Sangat_Tidak_Sehat
49,33,17,29,14,Baik
81,40,47,98,24,Sedang
11,35,44,22,46,Baik
31,31,34,38,45,Baik
24,254,267,125,299,Sangat_Tidak_Sehat
55,39,76,67,81,Sedang
28,50,44,45,9,Baik
226,222,123,180,232,Sangat_Tidak_Sehat
311,70,465,54,181,Berbahaya
66,27,2,79,80,Sedang
45,49,43,42,44,Baik
19,48,12,37,48,Baik
210,294,36,88,254,Sangat_Tidak_Sehat
47,5,40,35,1,Baik
13,191,286,129,223,Sangat_Tidak_Sehat
138,37,124,69,64,Tidak_Sehat
37,25,10,56,16,Sedang
15,53,34,27,68,Sedang
29,29,21,54,1,Sedang
36,104,111,26,93,Tidak_Sehat
25,22,55,67,47,Sedang
132,415,88,172,481,Berbahaya
116,163,277,359,305,Berbahaya
93,40,89,79,35,Sedang
30,63,65,37,13,Sedang
53,75,138,115,8,Tidak_Sehat
33,392,397,350,186,Berbahaya
25,48,1,24,2,Baik
174,405,367,38,398,Berbahaya
394,211,129,24,10,Berbahaya
152,132,70,133,21,Tidak_Sehat
39,359,172,374,457,Berbahaya
6,74,240,229,238,Sangat_Tidak_Sehat
101,78,132,120,62,Tidak_Sehat
463,23,192,365,389,Berbahaya
48,44,28,29,15,Baik
485,23,274,74,496,Berbahaya
213,340,328,378,180,Berbahaya
222,35,9,25,231,Sangat_Tidak_Sehat
298,221,124,275,166,Sangat_Tidak_Sehat
303,465,82,54,466,Berbahaya
84,182,238,261,70,Sangat_Tidak_Sehat
223,120,228,8,202,Sangat_Tidak_Sehat
63,36,9,59,55,Sedang
173,316,395,366,350,Berbahaya
244,85,70,268,269,Sangat_Tidak_Sehat
57,44,160,25,101,Tidak_Sehat
39,33,16,77,46,Sedang
29,55,347,131,230,Berbahaya
37,134,64,130,51,Tidak_Sehat
52,12,50,49,18,Sedang
144,105,267,165,195,Sangat_Tidak_Sehat
1,236,104,17,176,Sangat_Tidak_Sehat
255,277,3,303,211,Berbahaya
32,47,11,50,21,Baik
155,55,14,57,87,Tidak_Sehat
47,95,78,68,119,Tidak_Sehat
184,230,198,9,98,Sangat_Tidak_Sehat
184,75,29,206,83,Sangat_Tidak_Sehat
7,19,31,49,13,Baik
25,22,25,51,5,Sedang
30,101,151,98,82,Tidak_Sehat
19,152,89,233,179,Sangat_Tidak_Sehat
6,169,132,138,124,Tidak_Sehat
315,77,75,412,84,Berbahaya
173,320,25,159,9,Berbahaya
203,193,63,155,163,Sangat_Tidak_Sehat
29,17,38,59,66,Sedang
10,12,16,7,20,Baik
43,40,142,184,49,Tidak_Sehat
308,83,361,475,202,Berbahaya
150,199,115,87,61,Tidak_Sehat
68,85,57,77,74,Sedang
81,12,30,1,14,Sedang
47,20,21,35,33,Baik
87,91,31,12,0,Sedang
28,29,265,50,233,Sangat_Tidak_Sehat
28,41,25,34,49,Baik
61,195,29,242,332,Berbahaya
61,86,90,119,38,Tidak_Sehat
76,243,48,85,53,Sangat_Tidak_Sehat
177,113,73,80,243,Sangat_Tidak_Sehat
85,20,99,126,1,Tidak_Sehat
29,20,30,23,19,Baik
298,431,198,392,35,Berbahaya
60,92,85,88,60,Sedang
457,78,254,144,82,Berbahaya
264,269,9,202,195,Sangat_Tidak_Sehat
82,104,266,3,137,Sangat_Tidak_Sehat
30,70,32,49,15,Sedang
20,110,254,74,249,Sangat_Tidak_Sehat
18,18,11,36,41,Baik
20,16,21,47,36,Baik
40,38,0,2,12,Baik
87,32,58,89,55,Sedang
162,205,48,181,232,Sangat_Tidak_Sehat
56,173,21,86,179,Tidak_Sehat
49,67,31,35,12,Sedang
16,88,45,124,118,Tidak_Sehat
34,14,82,31,51,Sedang
125,251,182,53,16,Sangat_Tidak_Sehat
15,32,3,3,38,Baik
441,162,110,151,375,Berbahaya
116,30,111,145,133,Tidak_Sehat
32,48,39,18,0,Baik
43,154,76,77,155,Tidak_Sehat
29,23,41,29,13,Baik
37,84,90,8,76,Sedang
97,172,27,129,16,Tidak_Sehat
270,11,94,447,452,Berbahaya
110,209,83,232,191,Sangat_Tidak_Sehat
43,56,68,22,33,Sedang
19,17,42,20,3,Baik
43,238,363,197,268,Berbahaya
40,48,26,48,11,Baik
67,290,354,168,160,Berbahaya
96,165,145,53,126,Tidak_Sehat
14,2,88,30,69,Sedang
106,351,7,93,96,Berbahaya
93,25,50,102,25,Tidak_Sehat
17,50,4,46,24,Baik
155,109,3,35,130,Tidak_Sehat
269,358,67,29,465,Berbahaya
71,71,88,56,5,Sedang
35,70,73,125,110,Tidak_Sehat
283,35,311,468,198,Berbahaya
9,29,45,22,31,Baik
50,13,47,46,35,Baik
1,84,5,107,105,Tidak_Sehat
353,340,337,264,3,Berbahaya
115,211,153,52,141,Sangat_Tidak_Sehat
336,86,21,341,304,Berbahaya
43,27,239,15,49,Sangat_Tidak_Sehat
16,48,11,47,46,Baik
47,220,127,76,197,Sangat_Tidak_Sehat
65,399,418,286,175,Berbahaya
70,39,44,67,8,Sedang
254,432,222,55,443,Berbahaya
99,115,89,73,219,Sangat_Tidak_Sehat
107,353,227,18,321,Berbahaya
11,354,436,289,204,Berbahaya
16,9,49,26,49,Baik
80,196,68,185,264,Sangat_Tidak_Sehat
110,39,64,20,102,Tidak_Sehat
219,98,235,206,348,Berbahaya
141,322,267,362,166,Berbahaya
48,44,3,6,48,Baik
154,39,192,192,32,Tidak_Sehat
137,49,145,214,15,Sangat_Tidak_Sehat
244,186,127,58,119,Sangat_Tidak_Sehat
12,20,40,130,18,Tidak_Sehat
97,15,153,15,286,Sangat_Tidak_Sehat
116,242,10,25,148,Sangat_Tidak_Sehat
34,11,23,4,53,Sedang
22,84,87,76,22,Sedang
21,27,39,48,6,Baik
344,180,361,350,144,Berbahaya
29,36,24,47,26,Baik
167,491,424,112,327,Berbahaya
5,10,33,83,101,Tidak_Sehat
46,25,45,42,11,Baik
121,133,290,223,24,Sangat_Tidak_Sehat
6,18,55,28,14,Sedang
164,383,83,376,308,Berbahaya
21,71,86,102,71,Tidak_Sehat
22,44,4,30,40,Baik
33,99,72,14,109,Tidak_Sehat
39,18,17,0,13,Baik
44,2,26,49,42,Baik
304,192,140,139,94,Berbahaya
43,59,75,39,6,Sedang
41,139,145,150,168,Tidak_Sehat
98,73,77,57,93,Sedang
21,64,250,20,315,Berbahaya
178,56,185,91,274,Sangat_Tidak_Sehat
468,426,219,378,65,Berbahaya
275,145,356,362,339,Berbahaya
192,46,57,132,199,Tidak_Sehat
440,480,469,119,347,Berbahaya
78,17,43,26,25,Sedang
37,45,3,44,19,Baik
25,128,48,0,91,Tidak_Sehat
334,187,5,282,262,Berbahaya
54,50,67,7,67,Sedang
58,77,58,48,62,Sedang
77,104,99,1,103,Tidak_Sehat
6,17,26,33,26,Baik
33,8,23,7,6,Baik
97,449,100,217,366,Berbahaya
79,65,43,5,41,Sedang
75,0,54,21,75,Sedang
57,9,72,41,56,Sedang
44,20,17,36,44,Baik
286,9,163,23,63,Sangat_Tidak_Sehat
45,26,28,46,27,Baik
34,0,51,84,94,Sedang
226,209,47,93,229,Sangat_Tidak_Sehat
46,50,43,2,36,Baik
264,50,136,157,55,Sangat_Tidak_Sehat
75,69,137,65,240,Sangat_Tidak_Sehat
3,9,38,52,16,Sedang
220,63,47,237,227,Sangat_Tidak_Sehat
97,64,11,68,87,Sedang
31,47,21,3,4,Baik
59,50,44,34,38,Sedang
82,102,31,9,7,Tidak_Sehat
244,294,159,284,8,Sangat_Tidak_Sehat
68,12,63,0,62,Sedang
34,36,60,61,12,Sedang
32,76,21,56,61,Sedang
226,117,253,259,160,Sangat_Tidak_Sehat
36,19,25,28,0,Baik
31,20,45,4,5,Baik
336,425,325,171,83,Berbahaya
16,34,17,39,21,Baik
62,61,99,50,32,Sedang
221,191,86,72,183,Sangat_Tidak_Sehat
393,213,338,350,416,Berbahaya
29,5,28,7,43,Baik
138,182,43,81,63,Tidak_Sehat
51,55,40,30,20,Sedang
152,411,249,241,207,Berbahaya
41,37,17,44,34,Baik
329,314,85,199,70,Berbahaya
446,91,315,322,114,Berbahaya
179,46,491,358,276,Berbahaya
41,67,60,81,69,Sedang
23,34,25,36,37,Baik
7,12,7,22,42,Baik
94,136,31,96,15,Tidak_Sehat
137,81,281,135,281,Sangat_Tidak_Sehat
42,33,25,40,48,Baik
53,247,195,3,221,Sangat_Tidak_Sehat
194,49,96,126,259,Sangat_Tidak_Sehat
38,24,19,1,38,Baik
62,35,40,62,27,Sedang
72,269,264,226,192,Sangat_Tidak_Sehat
118,397,281,105,396,Berbahaya
128,81,82,72,99,Tidak_Sehat
91,68,48,25,92,Sedang
182,121,174,151,9,Tidak_Sehat
170,58,129,14,174,Tidak_Sehat
77,24,14,5,100,Sedang
16,1,5,4,27,Baik
247,389,265,21,326,Berbahaya
22,25,3,17,5,Baik
16,4,28,3,9,Baik
227,8,19,226,185,Sangat_Tidak_Sehat
77,69,20,63,128,Tidak_Sehat
100,289,338,66,190,Berbahaya
23,16,4,19,20,Baik
71,105,87,103,56,Tidak_Sehat
261,250,13,296,125,Sangat_Tidak_Sehat
26,176,33,32,91,Tidak_Sehat
153,262,224,40,132,Sangat_Tidak_Sehat
258,354,342,311,1,Berbahaya
119,144,127,10,179,Tidak_Sehat
384,221,414,53,337,Berbahaya
45,54,152,96,25,Tidak_Sehat
31,1,46,13,19,Baik
9,45,12,36,37,Baik
22,64,22,26,53,Sedang
47,5,18,29,6,Baik
56,104,87,83,45,Tidak_Sehat
138,52,378,93,262,Berbahaya
36,63,88,71,48,Sedang
78,157,221,7,215,Sangat_Tidak_Sehat
9,29,23,221,54,Sangat_Tidak_Sehat
100,1,35,70,12,Sedang
64,108,52,172,132,Tidak_Sehat
6,125,478,27,265,Berbahaya
57,118,15,64,111,Tidak_Sehat
34,421,105,217,383,Berbahaya
48,229,111,196,59,Sangat_Tidak_Sehat
206,244,332,160,453,Berbahaya
60,30,71,31,65,Sedang
250,134,308,122,262,Berbahaya
24,76,48,129,82,Tidak_Sehat
9,86,56,0,70,Sedang
55,179,67,33,27,Tidak_Sehat
200,15,30,161,49,Tidak_Sehat
276,333,228,405,473,Berbahaya
22,56,45,5,37,Sedang
39,3,46,30,27,Baik
50,221,162,99,7,Sangat_Tidak_Sehat
54,11,350,31,85,Berbahaya
13,44,96,87,64,Sedang
168,83,166,91,166,Tidak_Sehat
16,36,47,38,27,Baik
379,401,81,87,104,Berbahaya
49,9,20,35,11,Baik
44,5,36,32,21,Baik
42,94,53,61,68,Sedang
125,23,71,8,152,Tidak_Sehat
48,38,26,25,13,Baik
38,49,34,0,23,Baik
248,238,214,35,223,Sangat_Tidak_Sehat
67,67,18,65,38,Sedang
4,30,4,37,2,Baik
64,42,56,137,251,Sangat_Tidak_Sehat
206,41,30,180,5,Sangat_Tidak_Sehat
245,98,270,43,446,Berbahaya
21,23,44,11,29,Baik
295,459,200,45,106,Berbahaya
38,38,35,67,44,Sedang
49,30,14,8,22,Baik
195,287,9,234,294,Sangat_Tidak_Sehat
389,271,246,360,377,Berbahaya
379,218,416,159,420,Berbahaya
135,46,35,63,94,Tidak_Sehat
288,136,387,204,347,Berbahaya
169,6,230,198,90,Sangat_Tidak_Sehat
80,303,7,86,285,Berbahaya
89,71,41,8,24,Sedang
